date,wind_speed,density
241,0,1.25
242,20,1.25
243,15,1.25
244,5,1.25
245,0,1.25
246,20,1.25
247,15,1.25
248,5,1.25
249,0,1.25
250,20,1.25
251,15,1.25
252,5,1.25
253,0,1.25
254,20,1.25
255,15,1.25
256,5,1.25
257,0,1.25
258,20,1.25
259,15,1.25
260,5,1.25
261,0,1.25
262,20,1.25
263,15,1.25
264,5,1.25
265,0,1.25
266,20,1.25
267,15,1.25
268,5,1.25
269,0,1.25
270,20,1.25
271,15,1.25
272,5,1.25
273,0,1.25
274,20,1.25
275,15,1.25
276,5,1.25
277,0,1.25
278,20,1.25
279,15,1.25
280,5,1.25
281,0,1.25
282,20,1.25
283,15,1.25
284,5,1.25
285,0,1.25
286,20,1.25
287,15,1.25
288,5,1.25
289,0,1.25
290,20,1.25
291,15,1.25
292,5,1.25
293,0,1.25
294,20,1.25
295,15,1.25
296,5,1.25
297,0,1.25
298,20,1.25
299,15,1.25
300,5,1.25
301,0,1.25
302,20,1.25
303,15,1.25
304,5,1.25
305,0,1.25
306,20,1.25
307,15,1.25
308,5,1.25
309,0,1.25
310,20,1.25
311,15,1.25
312,5,1.25
313,0,1.25
314,20,1.25
315,15,1.25
316,5,1.25
317,0,1.25
318,20,1.25
319,15,1.25
320,5,1.25
321,0,1.25
322,20,1.25
323,15,1.25
324,5,1.25
325,0,1.25
326,20,1.25
327,15,1.25
328,5,1.25
329,0,1.25
330,20,1.25
331,15,1.25
332,5,1.25
333,0,1.25
334,20,1.25
335,15,1.25
336,5,1.25
337,0,1.25
338,20,1.25
339,15,1.25
340,5,1.25
341,0,1.25
342,20,1.25
343,15,1.25
344,5,1.25
345,0,1.25
346,20,1.25
347,15,1.25
348,5,1.25
349,0,1.25
350,20,1.25
351,15,1.25
352,5,1.25
353,0,1.25
354,20,1.25
355,15,1.25
356,5,1.25
357,0,1.25
358,20,1.25
359,15,1.25
360,5,1.25
361,0,1.25
362,20,1.25
363,15,1.25
364,5,1.25
365,0,1.25
366,20,1.25
367,15,1.25
368,5,1.25
369,0,1.25
370,20,1.25
371,15,1.25
372,5,1.25
373,0,1.25
374,20,1.25
375,15,1.25
376,5,1.25
377,0,1.25
378,20,1.25
379,15,1.25
380,5,1.25
381,0,1.25
382,20,1.25
383,15,1.25
384,5,1.25
385,0,1.25
386,20,1.25
387,15,1.25
388,5,1.25
389,0,1.25
390,20,1.25
391,15,1.25
392,5,1.25
393,0,1.25
394,20,1.25
395,15,1.25
396,5,1.25
397,0,1.25
398,20,1.25
399,15,1.25
400,5,1.25
401,0,1.25
402,20,1.25
403,15,1.25
404,5,1.25
405,0,1.25
406,20,1.25
407,15,1.25
408,5,1.25
409,0,1.25
410,20,1.25
411,15,1.25
412,5,1.25
413,0,1.25
414,20,1.25
415,15,1.25
416,5,1.25
417,0,1.25
418,20,1.25
419,15,1.25
420,5,1.25
421,0,1.25
422,20,1.25
423,15,1.25
424,5,1.25
425,0,1.25
426,20,1.25
427,15,1.25
428,5,1.25
429,0,1.25
430,20,1.25
431,15,1.25
432,5,1.25
433,0,1.25
434,20,1.25
435,15,1.25
436,5,1.25
437,0,1.25
438,20,1.25
439,15,1.25
440,5,1.25
441,0,1.25
442,20,1.25
443,15,1.25
444,5,1.25
445,0,1.25
446,20,1.25
447,15,1.25
448,5,1.25
449,0,1.25
450,20,1.25
451,15,1.25
452,5,1.25
453,0,1.25
454,20,1.25
455,15,1.25
456,5,1.25
457,0,1.25
458,20,1.25
459,15,1.25
460,5,1.25
461,0,1.25
462,20,1.25
463,15,1.25
464,5,1.25
465,0,1.25
466,20,1.25
467,15,1.25
468,5,1.25
469,0,1.25
470,20,1.25
471,15,1.25
472,5,1.25
473,0,1.25
474,20,1.25
475,15,1.25
476,5,1.25
477,0,1.25
478,20,1.25
479,15,1.25
480,5,1.25
481,0,1.25
482,20,1.25
483,15,1.25
484,5,1.25
485,0,1.25
486,20,1.25
487,15,1.25
488,5,1.25
489,0,1.25
490,20,1.25
491,15,1.25
492,5,1.25
493,0,1.25
494,20,1.25
495,15,1.25
496,5,1.25
497,0,1.25
498,20,1.25
499,15,1.25
500,5,1.25
501,0,1.25
502,20,1.25
503,15,1.25
504,5,1.25
505,0,1.25
506,20,1.25
507,15,1.25
508,5,1.25
509,0,1.25
510,20,1.25
511,15,1.25
512,5,1.25
513,0,1.25
514,20,1.25
515,15,1.25
516,5,1.25
517,0,1.25
518,20,1.25
519,15,1.25
520,5,1.25
521,0,1.25
522,20,1.25
523,15,1.25
524,5,1.25
525,0,1.25
526,20,1.25
527,15,1.25
528,5,1.25
529,0,1.25
530,20,1.25
531,15,1.25
532,5,1.25
533,0,1.25
534,20,1.25
535,15,1.25
536,5,1.25
537,0,1.25
538,20,1.25
539,15,1.25
540,5,1.25
541,0,1.25
542,20,1.25
543,15,1.25
544,5,1.25
545,0,1.25
546,20,1.25
547,15,1.25
548,5,1.25
549,0,1.25
550,20,1.25
551,15,1.25
552,5,1.25
553,0,1.25
554,20,1.25
555,15,1.25
556,5,1.25
557,0,1.25
558,20,1.25
559,15,1.25
560,5,1.25
561,0,1.25
562,20,1.25
563,15,1.25
564,5,1.25
565,0,1.25
566,20,1.25
567,15,1.25
568,5,1.25
569,0,1.25
570,20,1.25
571,15,1.25
572,5,1.25
573,0,1.25
574,20,1.25
575,15,1.25
576,5,1.25
577,0,1.25
578,20,1.25
579,15,1.25
580,5,1.25
581,0,1.25
582,20,1.25
583,15,1.25
584,5,1.25
585,0,1.25
586,20,1.25
587,15,1.25
588,5,1.25
589,0,1.25
590,20,1.25
591,15,1.25
592,5,1.25
593,0,1.25
594,20,1.25
595,15,1.25
596,5,1.25
597,0,1.25
598,20,1.25
599,15,1.25
600,5,1.25
601,0,1.25
602,20,1.25
603,15,1.25
604,5,1.25
605,0,1.25
606,20,1.25
607,15,1.25
608,5,1.25
609,0,1.25
610,20,1.25
611,15,1.25
612,5,1.25
613,0,1.25
614,20,1.25
615,15,1.25
616,5,1.25
617,0,1.25
618,20,1.25
619,15,1.25
620,5,1.25
621,0,1.25
622,20,1.25
623,15,1.25
624,5,1.25
625,0,1.25
626,20,1.25
627,15,1.25
628,5,1.25
629,0,1.25
630,20,1.25
631,15,1.25
632,5,1.25
633,0,1.25
634,20,1.25
635,15,1.25
636,5,1.25
637,0,1.25
638,20,1.25
639,15,1.25
640,5,1.25
641,0,1.25
642,20,1.25
643,15,1.25
644,5,1.25
645,0,1.25
646,20,1.25
647,15,1.25
648,5,1.25
649,0,1.25
650,20,1.25
651,15,1.25
652,5,1.25
653,0,1.25
654,20,1.25
655,15,1.25
656,5,1.25
657,0,1.25
658,20,1.25
659,15,1.25
660,5,1.25
661,0,1.25
662,20,1.25
663,15,1.25
664,5,1.25
665,0,1.25
666,20,1.25
667,15,1.25
668,5,1.25
669,0,1.25
670,20,1.25
671,15,1.25
672,5,1.25
673,0,1.25
674,20,1.25
675,15,1.25
676,5,1.25
677,0,1.25
678,20,1.25
679,15,1.25
680,5,1.25
681,0,1.25
682,20,1.25
683,15,1.25
684,5,1.25
685,0,1.25
686,20,1.25
687,15,1.25
688,5,1.25
689,0,1.25
690,20,1.25
691,15,1.25
692,5,1.25
693,0,1.25
694,20,1.25
695,15,1.25
696,5,1.25
697,0,1.25
698,20,1.25
699,15,1.25
700,5,1.25
701,0,1.25
702,20,1.25
703,15,1.25
704,5,1.25
705,0,1.25
706,20,1.25
707,15,1.25
708,5,1.25
709,0,1.25
710,20,1.25
711,15,1.25
712,5,1.25
713,0,1.25
714,20,1.25
715,15,1.25
716,5,1.25
717,0,1.25
718,20,1.25
719,15,1.25
720,5,1.25
721,0,1.25
722,20,1.25
723,15,1.25
724,5,1.25
725,0,1.25
726,20,1.25
727,15,1.25
728,5,1.25
729,0,1.25
730,20,1.25
731,15,1.25
732,5,1.25
733,0,1.25
734,20,1.25
735,15,1.25
736,5,1.25
737,0,1.25
738,20,1.25
739,15,1.25
740,5,1.25
741,0,1.25
742,20,1.25
743,15,1.25
744,5,1.25
745,0,1.25
746,20,1.25
747,15,1.25
748,5,1.25
749,0,1.25
750,20,1.25
751,15,1.25
752,5,1.25
753,0,1.25
754,20,1.25
755,15,1.25
756,5,1.25
757,0,1.25
758,20,1.25
759,15,1.25
760,5,1.25
761,0,1.25
762,20,1.25
763,15,1.25
764,5,1.25
765,0,1.25
766,20,1.25
767,15,1.25
768,5,1.25
769,0,1.25
770,20,1.25
771,15,1.25
772,5,1.25
773,0,1.25
774,20,1.25
775,15,1.25
776,5,1.25
777,0,1.25
778,20,1.25
779,15,1.25
780,5,1.25
781,0,1.25
782,20,1.25
783,15,1.25
784,5,1.25
785,0,1.25
786,20,1.25
787,15,1.25
788,5,1.25
789,0,1.25
790,20,1.25
791,15,1.25
792,5,1.25
793,0,1.25
794,20,1.25
795,15,1.25
796,5,1.25
797,0,1.25
798,20,1.25
799,15,1.25
800,5,1.25
801,0,1.25
802,20,1.25
803,15,1.25
804,5,1.25
805,0,1.25
806,20,1.25
807,15,1.25
808,5,1.25
809,0,1.25
810,20,1.25
811,15,1.25
812,5,1.25
813,0,1.25
814,20,1.25
815,15,1.25
816,5,1.25
817,0,1.25
818,20,1.25
819,15,1.25
820,5,1.25
821,0,1.25
822,20,1.25
823,15,1.25
824,5,1.25
825,0,1.25
826,20,1.25
827,15,1.25
828,5,1.25
829,0,1.25
830,20,1.25
831,15,1.25
832,5,1.25
833,0,1.25
834,20,1.25
835,15,1.25
836,5,1.25
837,0,1.25
838,20,1.25
839,15,1.25
840,5,1.25
841,0,1.25
842,20,1.25
843,15,1.25
844,5,1.25
845,0,1.25
846,20,1.25
847,15,1.25
848,5,1.25
849,0,1.25
850,20,1.25
851,15,1.25
852,5,1.25
853,0,1.25
854,20,1.25
855,15,1.25
856,5,1.25
857,0,1.25
858,20,1.25
859,15,1.25
860,5,1.25
861,0,1.25
862,20,1.25
863,15,1.25
864,5,1.25
865,0,1.25
866,20,1.25
867,15,1.25
868,5,1.25
869,0,1.25
870,20,1.25
871,15,1.25
872,5,1.25
873,0,1.25
874,20,1.25
875,15,1.25
876,5,1.25
877,0,1.25
878,20,1.25
879,15,1.25
880,5,1.25
881,0,1.25
882,20,1.25
883,15,1.25
884,5,1.25
885,0,1.25
886,20,1.25
887,15,1.25
888,5,1.25
889,0,1.25
890,20,1.25
891,15,1.25
892,5,1.25
893,0,1.25
894,20,1.25
895,15,1.25
896,5,1.25
897,0,1.25
898,20,1.25
899,15,1.25
900,5,1.25
901,0,1.25
902,20,1.25
903,15,1.25
904,5,1.25
905,0,1.25
906,20,1.25
907,15,1.25
908,5,1.25
909,0,1.25
910,20,1.25
911,15,1.25
912,5,1.25
913,0,1.25
914,20,1.25
915,15,1.25
916,5,1.25
917,0,1.25
918,20,1.25
919,15,1.25
920,5,1.25
921,0,1.25
922,20,1.25
923,15,1.25
924,5,1.25
925,0,1.25
926,20,1.25
927,15,1.25
928,5,1.25
929,0,1.25
930,20,1.25
931,15,1.25
932,5,1.25
933,0,1.25
934,20,1.25
935,15,1.25
936,5,1.25
937,0,1.25
938,20,1.25
939,15,1.25
940,5,1.25
941,0,1.25
942,20,1.25
943,15,1.25
944,5,1.25
945,0,1.25
946,20,1.25
947,15,1.25
948,5,1.25
949,0,1.25
950,20,1.25
951,15,1.25
952,5,1.25
953,0,1.25
954,20,1.25
955,15,1.25
956,5,1.25
957,0,1.25
958,20,1.25
959,15,1.25
960,5,1.25
961,0,1.25
962,20,1.25
963,15,1.25
964,5,1.25
965,0,1.25
966,20,1.25
967,15,1.25
968,5,1.25
969,0,1.25
970,20,1.25
971,15,1.25
972,5,1.25
973,0,1.25
974,20,1.25
975,15,1.25
976,5,1.25
977,0,1.25
978,20,1.25
979,15,1.25
980,5,1.25
981,0,1.25
982,20,1.25
983,15,1.25
984,5,1.25
985,0,1.25
986,20,1.25
987,15,1.25
988,5,1.25
989,0,1.25
990,20,1.25
991,15,1.25
992,5,1.25
993,0,1.25
994,20,1.25
995,15,1.25
996,5,1.25
997,0,1.25
998,20,1.25
999,15,1.25
1000,5,1.25
1001,0,1.25
1002,20,1.25
1003,15,1.25
1004,5,1.25
1005,0,1.25
1006,20,1.25
1007,15,1.25
1008,5,1.25
1009,0,1.25
1010,20,1.25
1011,15,1.25
1012,5,1.25
1013,0,1.25
1014,20,1.25
1015,15,1.25
1016,5,1.25
1017,0,1.25
1018,20,1.25
1019,15,1.25
1020,5,1.25
1021,0,1.25
1022,20,1.25
1023,15,1.25
1024,5,1.25
1025,0,1.25
1026,20,1.25
1027,15,1.25
1028,5,1.25
1029,0,1.25
1030,20,1.25
1031,15,1.25
1032,5,1.25
1033,0,1.25
1034,20,1.25
1035,15,1.25
1036,5,1.25
1037,0,1.25
1038,20,1.25
1039,15,1.25
1040,5,1.25
1041,0,1.25
1042,20,1.25
1043,15,1.25
1044,5,1.25
1045,0,1.25
1046,20,1.25
1047,15,1.25
1048,5,1.25
1049,0,1.25
1050,20,1.25
1051,15,1.25
1052,5,1.25
1053,0,1.25
1054,20,1.25
1055,15,1.25
1056,5,1.25
1057,0,1.25
1058,20,1.25
1059,15,1.25
1060,5,1.25
1061,0,1.25
1062,20,1.25
1063,15,1.25
1064,5,1.25
1065,0,1.25
1066,20,1.25
1067,15,1.25
1068,5,1.25
1069,0,1.25
1070,20,1.25
1071,15,1.25
1072,5,1.25
1073,0,1.25
1074,20,1.25
1075,15,1.25
1076,5,1.25
1077,0,1.25
1078,20,1.25
1079,15,1.25
1080,5,1.25
1081,0,1.25
1082,20,1.25
1083,15,1.25
1084,5,1.25
1085,0,1.25
1086,20,1.25
1087,15,1.25
1088,5,1.25
1089,0,1.25
1090,20,1.25
1091,15,1.25
1092,5,1.25
1093,0,1.25
1094,20,1.25
1095,15,1.25
1096,5,1.25
1097,0,1.25
1098,20,1.25
1099,15,1.25
1100,5,1.25
1101,0,1.25
1102,20,1.25
1103,15,1.25
1104,5,1.25
1105,0,1.25
1106,20,1.25
1107,15,1.25
1108,5,1.25
1109,0,1.25
1110,20,1.25
1111,15,1.25
1112,5,1.25
1113,0,1.25
1114,20,1.25
1115,15,1.25
1116,5,1.25
1117,0,1.25
1118,20,1.25
1119,15,1.25
1120,5,1.25
1121,0,1.25
1122,20,1.25
1123,15,1.25
1124,5,1.25
1125,0,1.25
1126,20,1.25
1127,15,1.25
1128,5,1.25
1129,0,1.25
1130,20,1.25
1131,15,1.25
1132,5,1.25
1133,0,1.25
1134,20,1.25
1135,15,1.25
1136,5,1.25
1137,0,1.25
1138,20,1.25
1139,15,1.25
1140,5,1.25
1141,0,1.25
1142,20,1.25
1143,15,1.25
1144,5,1.25
1145,0,1.25
1146,20,1.25
1147,15,1.25
1148,5,1.25
1149,0,1.25
1150,20,1.25
1151,15,1.25
1152,5,1.25
1153,0,1.25
1154,20,1.25
1155,15,1.25
1156,5,1.25
1157,0,1.25
1158,20,1.25
1159,15,1.25
1160,5,1.25
1161,0,1.25
1162,20,1.25
1163,15,1.25
1164,5,1.25
1165,0,1.25
1166,20,1.25
1167,15,1.25
1168,5,1.25
1169,0,1.25
1170,20,1.25
1171,15,1.25
1172,5,1.25
1173,0,1.25
1174,20,1.25
1175,15,1.25
1176,5,1.25
1177,0,1.25
1178,20,1.25
1179,15,1.25
1180,5,1.25
1181,0,1.25
1182,20,1.25
1183,15,1.25
1184,5,1.25
1185,0,1.25
1186,20,1.25
1187,15,1.25
1188,5,1.25
1189,0,1.25
1190,20,1.25
1191,15,1.25
1192,5,1.25
1193,0,1.25
1194,20,1.25
1195,15,1.25
1196,5,1.25
1197,0,1.25
1198,20,1.25
1199,15,1.25
1200,5,1.25
1201,0,1.25
1202,20,1.25
1203,15,1.25
1204,5,1.25
1205,0,1.25
1206,20,1.25
1207,15,1.25
1208,5,1.25
1209,0,1.25
1210,20,1.25
1211,15,1.25
1212,5,1.25
1213,0,1.25
1214,20,1.25
1215,15,1.25
1216,5,1.25
1217,0,1.25
1218,20,1.25
1219,15,1.25
1220,5,1.25
1221,0,1.25
1222,20,1.25
1223,15,1.25
1224,5,1.25
1225,0,1.25
1226,20,1.25
1227,15,1.25
1228,5,1.25
1229,0,1.25
1230,20,1.25
1231,15,1.25
1232,5,1.25
1233,0,1.25
1234,20,1.25
1235,15,1.25
1236,5,1.25
1237,0,1.25
1238,20,1.25
1239,15,1.25
1240,5,1.25
1241,0,1.25
1242,20,1.25
1243,15,1.25
1244,5,1.25
1245,0,1.25
1246,20,1.25
1247,15,1.25
1248,5,1.25
1249,0,1.25
1250,20,1.25
1251,15,1.25
1252,5,1.25
1253,0,1.25
1254,20,1.25
1255,15,1.25
1256,5,1.25
1257,0,1.25
1258,20,1.25
1259,15,1.25
1260,5,1.25
1261,0,1.25
1262,20,1.25
1263,15,1.25
1264,5,1.25
1265,0,1.25
1266,20,1.25
1267,15,1.25
1268,5,1.25
1269,0,1.25
1270,20,1.25
1271,15,1.25
1272,5,1.25
1273,0,1.25
1274,20,1.25
1275,15,1.25
1276,5,1.25
1277,0,1.25
1278,20,1.25
1279,15,1.25
1280,5,1.25
1281,0,1.25
1282,20,1.25
1283,15,1.25
1284,5,1.25
1285,0,1.25
1286,20,1.25
1287,15,1.25
1288,5,1.25
1289,0,1.25
1290,20,1.25
1291,15,1.25
1292,5,1.25
1293,0,1.25
1294,20,1.25
1295,15,1.25
1296,5,1.25
1297,0,1.25
1298,20,1.25
1299,15,1.25
1300,5,1.25
1301,0,1.25
1302,20,1.25
1303,15,1.25
1304,5,1.25
1305,0,1.25
1306,20,1.25
1307,15,1.25
1308,5,1.25
1309,0,1.25
1310,20,1.25
1311,15,1.25
1312,5,1.25
1313,0,1.25
1314,20,1.25
1315,15,1.25
1316,5,1.25
1317,0,1.25
1318,20,1.25
1319,15,1.25
1320,5,1.25
1321,0,1.25
1322,20,1.25
1323,15,1.25
1324,5,1.25
1325,0,1.25
1326,20,1.25
1327,15,1.25
1328,5,1.25
1329,0,1.25
1330,20,1.25
1331,15,1.25
1332,5,1.25
1333,0,1.25
1334,20,1.25
1335,15,1.25
1336,5,1.25
1337,0,1.25
1338,20,1.25
1339,15,1.25
1340,5,1.25
1341,0,1.25
1342,20,1.25
1343,15,1.25
1344,5,1.25
1345,0,1.25
1346,20,1.25
1347,15,1.25
1348,5,1.25
1349,0,1.25
1350,20,1.25
1351,15,1.25
1352,5,1.25
1353,0,1.25
1354,20,1.25
1355,15,1.25
1356,5,1.25
1357,0,1.25
1358,20,1.25
1359,15,1.25
1360,5,1.25
1361,0,1.25
1362,20,1.25
1363,15,1.25
1364,5,1.25
1365,0,1.25
1366,20,1.25
1367,15,1.25
1368,5,1.25
1369,0,1.25
1370,20,1.25
1371,15,1.25
1372,5,1.25
1373,0,1.25
1374,20,1.25
1375,15,1.25
1376,5,1.25
1377,0,1.25
1378,20,1.25
1379,15,1.25
1380,5,1.25
1381,0,1.25
1382,20,1.25
1383,15,1.25
1384,5,1.25
1385,0,1.25
1386,20,1.25
1387,15,1.25
1388,5,1.25
1389,0,1.25
1390,20,1.25
1391,15,1.25
1392,5,1.25
1393,0,1.25
1394,20,1.25
1395,15,1.25
1396,5,1.25
1397,0,1.25
1398,20,1.25
1399,15,1.25
1400,5,1.25
1401,0,1.25
1402,20,1.25
1403,15,1.25
1404,5,1.25
1405,0,1.25
1406,20,1.25
1407,15,1.25
1408,5,1.25
1409,0,1.25
1410,20,1.25
1411,15,1.25
1412,5,1.25
1413,0,1.25
1414,20,1.25
1415,15,1.25
1416,5,1.25
1417,0,1.25
1418,20,1.25
1419,15,1.25
1420,5,1.25
1421,0,1.25
1422,20,1.25
1423,15,1.25
1424,5,1.25
1425,0,1.25
1426,20,1.25
1427,15,1.25
1428,5,1.25
1429,0,1.25
1430,20,1.25
1431,15,1.25
1432,5,1.25
1433,0,1.25
1434,20,1.25
1435,15,1.25
1436,5,1.25
1437,0,1.25
1438,20,1.25
1439,15,1.25
1440,5,1.25
1441,0,1.25
1442,20,1.25
1443,15,1.25
1444,5,1.25
1445,0,1.25
1446,20,1.25
1447,15,1.25
1448,5,1.25
1449,0,1.25
1450,20,1.25
1451,15,1.25
1452,5,1.25
1453,0,1.25
1454,20,1.25
1455,15,1.25
1456,5,1.25
1457,0,1.25
1458,20,1.25
1459,15,1.25
1460,5,1.25
1461,0,1.25
1462,20,1.25
1463,15,1.25
1464,5,1.25
1465,0,1.25
1466,20,1.25
1467,15,1.25
1468,5,1.25
1469,0,1.25
1470,20,1.25
1471,15,1.25
1472,5,1.25
1473,0,1.25
1474,20,1.25
1475,15,1.25
1476,5,1.25
1477,0,1.25
1478,20,1.25
1479,15,1.25
1480,5,1.25
1481,0,1.25
1482,20,1.25
1483,15,1.25
1484,5,1.25
1485,0,1.25
1486,20,1.25
1487,15,1.25
1488,5,1.25
1489,0,1.25
1490,20,1.25
1491,15,1.25
1492,5,1.25
1493,0,1.25
1494,20,1.25
1495,15,1.25
1496,5,1.25
1497,0,1.25
1498,20,1.25
1499,15,1.25
1500,5,1.25
1501,0,1.25
1502,20,1.25
1503,15,1.25
1504,5,1.25
1505,0,1.25
1506,20,1.25
1507,15,1.25
1508,5,1.25
1509,0,1.25
1510,20,1.25
1511,15,1.25
1512,5,1.25
1513,0,1.25
1514,20,1.25
1515,15,1.25
1516,5,1.25
1517,0,1.25
1518,20,1.25
1519,15,1.25
1520,5,1.25
1521,0,1.25
1522,20,1.25
1523,15,1.25
1524,5,1.25
1525,0,1.25
1526,20,1.25
1527,15,1.25
1528,5,1.25
1529,0,1.25
1530,20,1.25
1531,15,1.25
1532,5,1.25
1533,0,1.25
1534,20,1.25
1535,15,1.25
1536,5,1.25
1537,0,1.25
1538,20,1.25
1539,15,1.25
1540,5,1.25
1541,0,1.25
1542,20,1.25
1543,15,1.25
1544,5,1.25
1545,0,1.25
1546,20,1.25
1547,15,1.25
1548,5,1.25
1549,0,1.25
1550,20,1.25
1551,15,1.25
1552,5,1.25
1553,0,1.25
1554,20,1.25
1555,15,1.25
1556,5,1.25
1557,0,1.25
1558,20,1.25
1559,15,1.25
1560,5,1.25
1561,0,1.25
1562,20,1.25
1563,15,1.25
1564,5,1.25
1565,0,1.25
1566,20,1.25
1567,15,1.25
1568,5,1.25
1569,0,1.25
1570,20,1.25
1571,15,1.25
1572,5,1.25
1573,0,1.25
1574,20,1.25
1575,15,1.25
1576,5,1.25
1577,0,1.25
1578,20,1.25
1579,15,1.25
1580,5,1.25
1581,0,1.25
1582,20,1.25
1583,15,1.25
1584,5,1.25
1585,0,1.25
1586,20,1.25
1587,15,1.25
1588,5,1.25
1589,0,1.25
1590,20,1.25
1591,15,1.25
1592,5,1.25
1593,0,1.25
1594,20,1.25
1595,15,1.25
1596,5,1.25
1597,0,1.25
1598,20,1.25
1599,15,1.25
1600,5,1.25
1601,0,1.25
1602,20,1.25
1603,15,1.25
1604,5,1.25
1605,0,1.25
1606,20,1.25
1607,15,1.25
1608,5,1.25
1609,0,1.25
1610,20,1.25
1611,15,1.25
1612,5,1.25
1613,0,1.25
1614,20,1.25
1615,15,1.25
1616,5,1.25
1617,0,1.25
1618,20,1.25
1619,15,1.25
1620,5,1.25
1621,0,1.25
1622,20,1.25
1623,15,1.25
1624,5,1.25
1625,0,1.25
1626,20,1.25
1627,15,1.25
1628,5,1.25
1629,0,1.25
1630,20,1.25
1631,15,1.25
1632,5,1.25
1633,0,1.25
1634,20,1.25
1635,15,1.25
1636,5,1.25
1637,0,1.25
1638,20,1.25
1639,15,1.25
1640,5,1.25
1641,0,1.25
1642,20,1.25
1643,15,1.25
1644,5,1.25
1645,0,1.25
1646,20,1.25
1647,15,1.25
1648,5,1.25
1649,0,1.25
1650,20,1.25
1651,15,1.25
1652,5,1.25
1653,0,1.25
1654,20,1.25
1655,15,1.25
1656,5,1.25
1657,0,1.25
1658,20,1.25
1659,15,1.25
1660,5,1.25
1661,0,1.25
1662,20,1.25
1663,15,1.25
